station_id,tl,rf,ff,ffx,cglo,so_h,rr,rrm,tb10,tb20
20270,100.0,100.0,99.99,99.99,99.99,100.0,99.71,99.99,97.62,100.0
20412,100.0,100.0,99.99,99.99,98.8,100.0,99.96,99.99,100.0,100.0
37,100.0,100.0,99.81,99.84,99.99,100.0,99.72,99.99,99.76,100.0
40,100.0,100.0,99.99,99.99,99.99,100.0,99.84,99.99,100.0,95.39
3202,100.0,100.0,99.99,99.99,99.99,100.0,99.85,100.0,99.92,100.0
3805,99.94,99.95,99.94,99.96,99.95,100.0,99.98,99.99,99.96,99.96
4115,100.0,100.0,100.0,100.0,100.0,100.0,99.94,100.0,92.45,100.0
4125,100.0,100.0,99.86,99.86,100.0,100.0,99.84,100.0,100.0,99.87
4224,100.0,100.0,99.99,99.99,100.0,100.0,100.0,100.0,100.0,100.0
4305,100.0,100.0,99.99,99.99,99.99,100.0,99.89,100.0,100.0,100.0
4705,100.0,99.93,99.92,99.92,99.94,100.0,99.33,99.99,99.93,99.69
5012,99.99,99.99,99.93,99.94,99.99,100.0,99.97,100.0,99.99,99.99
5412,99.96,99.96,99.63,99.63,99.96,100.0,99.96,99.96,99.96,99.96
5421,100.0,100.0,100.0,100.0,100.0,100.0,99.83,100.0,97.94,100.0
5625,100.0,100.0,100.0,99.74,100.0,100.0,99.92,100.0,100.0,100.0
5701,99.87,99.87,99.8,99.8,99.87,100.0,99.54,99.86,99.88,99.88
5735,99.94,99.94,99.8,99.82,99.8,100.0,99.88,99.92,99.94,99.94
5805,100.0,100.0,99.89,99.89,99.99,100.0,100.0,100.0,99.41,97.87
5881,99.99,100.0,99.98,99.99,99.99,100.0,99.95,99.93,99.93,99.93
5904,100.0,100.0,99.99,99.99,100.0,100.0,100.0,100.0,99.77,100.0
5972,100.0,100.0,99.99,99.99,100.0,100.0,99.97,100.0,99.88,100.0
6102,99.94,99.99,99.99,99.99,99.99,100.0,99.88,99.99,99.65,99.99
6305,99.88,99.89,99.86,99.87,99.88,100.0,99.86,99.94,99.88,99.88
7110,100.0,100.0,99.98,99.85,100.0,100.0,99.92,99.99,98.03,98.03
7505,99.92,99.92,99.91,99.92,99.36,100.0,99.89,99.89,97.71,99.92
7604,100.0,100.0,99.97,99.97,99.99,100.0,99.96,100.0,100.0,100.0
7641,100.0,100.0,99.43,99.43,100.0,100.0,99.88,99.99,100.0,100.0
7710,99.98,99.98,99.84,99.84,99.89,100.0,99.84,99.98,99.98,99.98
7955,99.98,99.98,99.96,99.96,99.97,100.0,99.88,100.0,98.36,99.94
9016,99.99,99.99,99.62,99.63,99.99,100.0,99.98,99.99,99.9,99.65
9211,100.0,100.0,99.91,99.91,100.0,100.0,99.72,100.0,99.52,100.0
9618,100.0,100.0,99.99,99.99,99.99,100.0,99.77,99.99,100.0,100.0
9801,99.94,99.78,100.0,100.0,99.93,100.0,99.82,100.0,99.92,99.94
9811,100.0,100.0,99.99,99.99,99.99,100.0,99.84,99.99,100.0,95.39
10510,100.0,100.0,99.99,100.0,99.99,100.0,99.91,100.0,99.99,99.99
10531,99.99,99.99,99.98,99.99,99.99,100.0,99.97,99.97,97.0,95.95
11115,99.98,100.0,99.56,99.56,99.99,100.0,99.68,100.0,91.12,91.12
11135,99.99,99.99,99.99,99.99,100.0,100.0,99.97,100.0,99.65,99.65
11203,100.0,100.0,99.74,99.75,99.99,100.0,99.88,100.0,100.0,100.0
11305,99.99,99.99,99.66,99.66,99.66,100.0,99.66,99.98,99.99,99.99
11402,100.0,100.0,99.99,99.99,99.99,100.0,99.93,99.97,100.0,100.0
11804,100.0,100.0,99.97,99.97,99.98,100.0,99.99,99.99,100.0,99.94
19911,99.6,99.61,99.6,99.6,99.12,100.0,99.51,99.58,99.19,99.19
